"","recruitmentLevel_bin","p_bin","prop","nocc_bin","0-0.5","0.5-0.8","0.8-1"
"1657","100-500","0.02-0.04",0.15,"2-3",1,0,0
"1658","100-500","0.02-0.04",0.15,"3-4",1,0,0
"1659","100-500","0.02-0.04",0.15,"4-5",1,0,0
"1660","100-500","0.02-0.04",0.15,"5-10",1,0,0
"1661","100-500","0.02-0.04",0.15,"10-20",1,0,0
"1662","100-500","0.02-0.04",0.15,"20-30",1,0,0
"1663","100-500","0.02-0.04",0.15,"30-40",1,0,0
"1664","100-500","0.02-0.04",0.15,"40-50",1,0,0
"1665","100-500","0.02-0.04",0.2,"2-3",1,0,0
"1666","100-500","0.02-0.04",0.2,"3-4",1,0,0
"1667","100-500","0.02-0.04",0.2,"4-5",1,0,0
"1668","100-500","0.02-0.04",0.2,"5-10",1,0,0
"1669","100-500","0.02-0.04",0.2,"10-20",1,0,0
"1670","100-500","0.02-0.04",0.2,"20-30",1,0,0
"1671","100-500","0.02-0.04",0.2,"30-40",1,0,0
"1672","100-500","0.02-0.04",0.2,"40-50",1,0,0
"1673","100-500","0.02-0.04",0.25,"2-3",1,0,0
"1674","100-500","0.02-0.04",0.25,"3-4",1,0,0
"1675","100-500","0.02-0.04",0.25,"4-5",1,0,0
"1676","100-500","0.02-0.04",0.25,"5-10",1,0,0
"1677","100-500","0.02-0.04",0.25,"10-20",1,0,0
"1678","100-500","0.02-0.04",0.25,"20-30",1,0,0
"1679","100-500","0.02-0.04",0.25,"30-40",1,0,0
"1680","100-500","0.02-0.04",0.25,"40-50",1,0,0
"1681","100-500","0.04-0.06",0.05,"2-3",1,0,0
"1682","100-500","0.04-0.06",0.05,"3-4",1,0,0
"1683","100-500","0.04-0.06",0.05,"4-5",1,0,0
"1684","100-500","0.04-0.06",0.05,"5-10",1,0,0
"1685","100-500","0.04-0.06",0.05,"10-20",1,0,0
"1686","100-500","0.04-0.06",0.05,"20-30",1,0,0
"1687","100-500","0.04-0.06",0.05,"30-40",0.99813200498132,0.00186799501867995,0
"1688","100-500","0.04-0.06",0.05,"40-50",0.98096992019644,0.0190300798035605,0
"1689","100-500","0.04-0.06",0.1,"2-3",1,0,0
"1690","100-500","0.04-0.06",0.1,"3-4",1,0,0
"1691","100-500","0.04-0.06",0.1,"4-5",1,0,0
"1692","100-500","0.04-0.06",0.1,"5-10",1,0,0
"1693","100-500","0.04-0.06",0.1,"10-20",1,0,0
"1694","100-500","0.04-0.06",0.1,"20-30",1,0,0
"1695","100-500","0.04-0.06",0.1,"30-40",0.999695214873514,0.000304785126485827,0
"1696","100-500","0.04-0.06",0.1,"40-50",0.995082974800246,0.00491702519975415,0
"1697","100-500","0.04-0.06",0.15,"2-3",1,0,0
"1698","100-500","0.04-0.06",0.15,"3-4",1,0,0
"1699","100-500","0.04-0.06",0.15,"4-5",1,0,0
"1700","100-500","0.04-0.06",0.15,"5-10",1,0,0
"1701","100-500","0.04-0.06",0.15,"10-20",1,0,0
"1702","100-500","0.04-0.06",0.15,"20-30",1,0,0
"1703","100-500","0.04-0.06",0.15,"30-40",1,0,0
"1704","100-500","0.04-0.06",0.15,"40-50",0.996634026927785,0.00336597307221542,0
"1705","100-500","0.04-0.06",0.2,"2-3",1,0,0
"1706","100-500","0.04-0.06",0.2,"3-4",1,0,0
"1707","100-500","0.04-0.06",0.2,"4-5",1,0,0
"1708","100-500","0.04-0.06",0.2,"5-10",1,0,0
"1709","100-500","0.04-0.06",0.2,"10-20",1,0,0
"1710","100-500","0.04-0.06",0.2,"20-30",1,0,0
"1711","100-500","0.04-0.06",0.2,"30-40",1,0,0
"1712","100-500","0.04-0.06",0.2,"40-50",0.999074645280691,0.000925354719309068,0
"1713","100-500","0.04-0.06",0.25,"2-3",1,0,0
"1714","100-500","0.04-0.06",0.25,"3-4",1,0,0
"1715","100-500","0.04-0.06",0.25,"4-5",1,0,0
"1716","100-500","0.04-0.06",0.25,"5-10",1,0,0
"1717","100-500","0.04-0.06",0.25,"10-20",1,0,0
"1718","100-500","0.04-0.06",0.25,"20-30",1,0,0
"1719","100-500","0.04-0.06",0.25,"30-40",1,0,0
"1720","100-500","0.04-0.06",0.25,"40-50",0.999394673123487,0.000605326876513317,0
"1721","100-500","0.06-0.08",0.05,"2-3",1,0,0
"1722","100-500","0.06-0.08",0.05,"3-4",1,0,0
"1723","100-500","0.06-0.08",0.05,"4-5",1,0,0
"1724","100-500","0.06-0.08",0.05,"5-10",1,0,0
"1725","100-500","0.06-0.08",0.05,"10-20",1,0,0
"1726","100-500","0.06-0.08",0.05,"20-30",0.998765050941649,0.00123494905835134,0
"1727","100-500","0.06-0.08",0.05,"30-40",0.95366444579043,0.04633555420957,0
"1728","100-500","0.06-0.08",0.05,"40-50",0.825367647058823,0.17156862745098,0.00306372549019608
"1729","100-500","0.06-0.08",0.1,"2-3",1,0,0
"1730","100-500","0.06-0.08",0.1,"3-4",1,0,0
"1731","100-500","0.06-0.08",0.1,"4-5",1,0,0
"1732","100-500","0.06-0.08",0.1,"5-10",1,0,0
"1733","100-500","0.06-0.08",0.1,"10-20",1,0,0
"1734","100-500","0.06-0.08",0.1,"20-30",0.999702114983616,0.000297885016383676,0
"1735","100-500","0.06-0.08",0.1,"30-40",0.98544266191325,0.0145573380867499,0
"1736","100-500","0.06-0.08",0.1,"40-50",0.895341614906832,0.104658385093168,0
"1737","100-500","0.06-0.08",0.15,"2-3",1,0,0
"1738","100-500","0.06-0.08",0.15,"3-4",1,0,0
"1739","100-500","0.06-0.08",0.15,"4-5",1,0,0
"1740","100-500","0.06-0.08",0.15,"5-10",1,0,0
"1741","100-500","0.06-0.08",0.15,"10-20",1,0,0
"1742","100-500","0.06-0.08",0.15,"20-30",1,0,0
"1743","100-500","0.06-0.08",0.15,"30-40",0.991972831120716,0.00802716887928373,0
"1744","100-500","0.06-0.08",0.15,"40-50",0.882136279926335,0.117863720073665,0
"1745","100-500","0.06-0.08",0.2,"2-3",1,0,0
"1746","100-500","0.06-0.08",0.2,"3-4",1,0,0
"1747","100-500","0.06-0.08",0.2,"4-5",1,0,0
"1748","100-500","0.06-0.08",0.2,"5-10",1,0,0
"1749","100-500","0.06-0.08",0.2,"10-20",1,0,0
"1750","100-500","0.06-0.08",0.2,"20-30",1,0,0
"1751","100-500","0.06-0.08",0.2,"30-40",0.994394269697913,0.00560573030208658,0
"1752","100-500","0.06-0.08",0.2,"40-50",0.909258123850399,0.0907418761496015,0
"1753","100-500","0.06-0.08",0.25,"2-3",1,0,0
"1754","100-500","0.06-0.08",0.25,"3-4",1,0,0
"1755","100-500","0.06-0.08",0.25,"4-5",1,0,0
"1756","100-500","0.06-0.08",0.25,"5-10",1,0,0
"1757","100-500","0.06-0.08",0.25,"10-20",1,0,0
"1758","100-500","0.06-0.08",0.25,"20-30",1,0,0
"1759","100-500","0.06-0.08",0.25,"30-40",0.993928354584092,0.00607164541590771,0
"1760","100-500","0.06-0.08",0.25,"40-50",0.912216083486802,0.0877839165131983,0
"1761","100-500","0.08-0.1",0.05,"2-3",1,0,0
"1762","100-500","0.08-0.1",0.05,"3-4",1,0,0
"1763","100-500","0.08-0.1",0.05,"4-5",1,0,0
"1764","100-500","0.08-0.1",0.05,"5-10",1,0,0
"1765","100-500","0.08-0.1",0.05,"10-20",1,0,0
"1766","100-500","0.08-0.1",0.05,"20-30",0.97442143727162,0.02557856272838,0
"1767","100-500","0.08-0.1",0.05,"30-40",0.820544176092938,0.178538673188627,0.000917150718434729
"1768","100-500","0.08-0.1",0.05,"40-50",0.603997501561524,0.381011867582761,0.0149906308557152
"1769","100-500","0.08-0.1",0.1,"2-3",1,0,0
"1770","100-500","0.08-0.1",0.1,"3-4",1,0,0
"1771","100-500","0.08-0.1",0.1,"4-5",1,0,0
"1772","100-500","0.08-0.1",0.1,"5-10",1,0,0
"1773","100-500","0.08-0.1",0.1,"10-20",1,0,0
"1774","100-500","0.08-0.1",0.1,"20-30",0.992992078001219,0.00700792199878123,0
"1775","100-500","0.08-0.1",0.1,"30-40",0.898555179833999,0.101444820166001,0
"1776","100-500","0.08-0.1",0.1,"40-50",0.671056569889255,0.328943430110745,0
"1777","100-500","0.08-0.1",0.15,"2-3",1,0,0
"1778","100-500","0.08-0.1",0.15,"3-4",1,0,0
"1779","100-500","0.08-0.1",0.15,"4-5",1,0,0
"1780","100-500","0.08-0.1",0.15,"5-10",1,0,0
"1781","100-500","0.08-0.1",0.15,"10-20",1,0,0
"1782","100-500","0.08-0.1",0.15,"20-30",0.99594383775351,0.00405616224648986,0
"1783","100-500","0.08-0.1",0.15,"30-40",0.879938271604938,0.120061728395062,0
"1784","100-500","0.08-0.1",0.15,"40-50",0.627155848228285,0.372530573847601,0.000313577924114142
"1785","100-500","0.08-0.1",0.2,"2-3",1,0,0
"1786","100-500","0.08-0.1",0.2,"3-4",1,0,0
"1787","100-500","0.08-0.1",0.2,"4-5",1,0,0
"1788","100-500","0.08-0.1",0.2,"5-10",1,0,0
"1789","100-500","0.08-0.1",0.2,"10-20",1,0,0
"1790","100-500","0.08-0.1",0.2,"20-30",0.997863247863248,0.00213675213675214,0
"1791","100-500","0.08-0.1",0.2,"30-40",0.905169776690119,0.0948302233098807,0
"1792","100-500","0.08-0.1",0.2,"40-50",0.653073833796725,0.346617238183503,0.000308928019771393
"1793","100-500","0.08-0.1",0.25,"2-3",1,0,0
"1794","100-500","0.08-0.1",0.25,"3-4",1,0,0
"1795","100-500","0.08-0.1",0.25,"4-5",1,0,0
"1796","100-500","0.08-0.1",0.25,"5-10",1,0,0
"1797","100-500","0.08-0.1",0.25,"10-20",1,0,0
"1798","100-500","0.08-0.1",0.25,"20-30",0.998786039453718,0.00121396054628225,0
"1799","100-500","0.08-0.1",0.25,"30-40",0.908172635445363,0.0918273645546373,0
"1800","100-500","0.08-0.1",0.25,"40-50",0.662298079853703,0.337701920146297,0
"1801","500-1000","0-0.02",0.05,"2-3",1,0,0
"1802","500-1000","0-0.02",0.05,"3-4",1,0,0
"1803","500-1000","0-0.02",0.05,"4-5",1,0,0
"1804","500-1000","0-0.02",0.05,"5-10",1,0,0
"1805","500-1000","0-0.02",0.05,"10-20",1,0,0
"1806","500-1000","0-0.02",0.05,"20-30",1,0,0
"1807","500-1000","0-0.02",0.05,"30-40",1,0,0
"1808","500-1000","0-0.02",0.05,"40-50",1,0,0
"1809","500-1000","0-0.02",0.1,"2-3",1,0,0
"1810","500-1000","0-0.02",0.1,"3-4",1,0,0
"1811","500-1000","0-0.02",0.1,"4-5",1,0,0
"1812","500-1000","0-0.02",0.1,"5-10",1,0,0
"1813","500-1000","0-0.02",0.1,"10-20",1,0,0
"1814","500-1000","0-0.02",0.1,"20-30",1,0,0
"1815","500-1000","0-0.02",0.1,"30-40",1,0,0
"1816","500-1000","0-0.02",0.1,"40-50",1,0,0
"1817","500-1000","0-0.02",0.15,"2-3",1,0,0
"1818","500-1000","0-0.02",0.15,"3-4",1,0,0
"1819","500-1000","0-0.02",0.15,"4-5",1,0,0
"1820","500-1000","0-0.02",0.15,"5-10",1,0,0
"1821","500-1000","0-0.02",0.15,"10-20",1,0,0
"1822","500-1000","0-0.02",0.15,"20-30",1,0,0
"1823","500-1000","0-0.02",0.15,"30-40",1,0,0
"1824","500-1000","0-0.02",0.15,"40-50",1,0,0
"1825","500-1000","0-0.02",0.2,"2-3",1,0,0
"1826","500-1000","0-0.02",0.2,"3-4",1,0,0
"1827","500-1000","0-0.02",0.2,"4-5",1,0,0
"1828","500-1000","0-0.02",0.2,"5-10",1,0,0
"1829","500-1000","0-0.02",0.2,"10-20",1,0,0
"1830","500-1000","0-0.02",0.2,"20-30",1,0,0
"1831","500-1000","0-0.02",0.2,"30-40",1,0,0
"1832","500-1000","0-0.02",0.2,"40-50",1,0,0
"1833","500-1000","0-0.02",0.25,"2-3",1,0,0
"1834","500-1000","0-0.02",0.25,"3-4",1,0,0
"1835","500-1000","0-0.02",0.25,"4-5",1,0,0
"1836","500-1000","0-0.02",0.25,"5-10",1,0,0
"1837","500-1000","0-0.02",0.25,"10-20",1,0,0
"1838","500-1000","0-0.02",0.25,"20-30",1,0,0
"1839","500-1000","0-0.02",0.25,"30-40",1,0,0
"1840","500-1000","0-0.02",0.25,"40-50",1,0,0
"1841","500-1000","0.02-0.04",0.05,"2-3",1,0,0
"1842","500-1000","0.02-0.04",0.05,"3-4",1,0,0
"1843","500-1000","0.02-0.04",0.05,"4-5",1,0,0
"1844","500-1000","0.02-0.04",0.05,"5-10",1,0,0
"1845","500-1000","0.02-0.04",0.05,"10-20",1,0,0
"1846","500-1000","0.02-0.04",0.05,"20-30",1,0,0
"1847","500-1000","0.02-0.04",0.05,"30-40",1,0,0
"1848","500-1000","0.02-0.04",0.05,"40-50",0.998522531396208,0.00147746860379217,0
"1849","500-1000","0.02-0.04",0.1,"2-3",1,0,0
"1850","500-1000","0.02-0.04",0.1,"3-4",1,0,0
"1851","500-1000","0.02-0.04",0.1,"4-5",1,0,0
"1852","500-1000","0.02-0.04",0.1,"5-10",1,0,0
"1853","500-1000","0.02-0.04",0.1,"10-20",1,0,0
"1854","500-1000","0.02-0.04",0.1,"20-30",1,0,0
"1855","500-1000","0.02-0.04",0.1,"30-40",1,0,0
"1856","500-1000","0.02-0.04",0.1,"40-50",0.999762300927026,0.000237699072973615,0
"1857","500-1000","0.02-0.04",0.15,"2-3",1,0,0
"1858","500-1000","0.02-0.04",0.15,"3-4",1,0,0
"1859","500-1000","0.02-0.04",0.15,"4-5",1,0,0
"1860","500-1000","0.02-0.04",0.15,"5-10",1,0,0
"1861","500-1000","0.02-0.04",0.15,"10-20",1,0,0
"1862","500-1000","0.02-0.04",0.15,"20-30",1,0,0
"1863","500-1000","0.02-0.04",0.15,"30-40",1,0,0
"1864","500-1000","0.02-0.04",0.15,"40-50",1,0,0
"1865","500-1000","0.02-0.04",0.2,"2-3",1,0,0
"1866","500-1000","0.02-0.04",0.2,"3-4",1,0,0
"1867","500-1000","0.02-0.04",0.2,"4-5",1,0,0
"1868","500-1000","0.02-0.04",0.2,"5-10",1,0,0
"1869","500-1000","0.02-0.04",0.2,"10-20",1,0,0
"1870","500-1000","0.02-0.04",0.2,"20-30",1,0,0
"1871","500-1000","0.02-0.04",0.2,"30-40",1,0,0
"1872","500-1000","0.02-0.04",0.2,"40-50",1,0,0
"1873","500-1000","0.02-0.04",0.25,"2-3",1,0,0
"1874","500-1000","0.02-0.04",0.25,"3-4",1,0,0
"1875","500-1000","0.02-0.04",0.25,"4-5",1,0,0
"1876","500-1000","0.02-0.04",0.25,"5-10",1,0,0
"1877","500-1000","0.02-0.04",0.25,"10-20",1,0,0
"1878","500-1000","0.02-0.04",0.25,"20-30",1,0,0
"1879","500-1000","0.02-0.04",0.25,"30-40",1,0,0
"1880","500-1000","0.02-0.04",0.25,"40-50",1,0,0
"1881","500-1000","0.04-0.06",0.05,"2-3",1,0,0
"1882","500-1000","0.04-0.06",0.05,"3-4",1,0,0
"1883","500-1000","0.04-0.06",0.05,"4-5",1,0,0
"1884","500-1000","0.04-0.06",0.05,"5-10",1,0,0
"1885","500-1000","0.04-0.06",0.05,"10-20",1,0,0
"1886","500-1000","0.04-0.06",0.05,"20-30",0.999265066144047,0.000734933855952964,0
"1887","500-1000","0.04-0.06",0.05,"30-40",0.981012658227848,0.0189873417721519,0
"1888","500-1000","0.04-0.06",0.05,"40-50",0.861907114624506,0.136857707509881,0.00123517786561265
"1889","500-1000","0.04-0.06",0.1,"2-3",1,0,0
"1890","500-1000","0.04-0.06",0.1,"3-4",1,0,0
"1891","500-1000","0.04-0.06",0.1,"4-5",1,0,0
"1892","500-1000","0.04-0.06",0.1,"5-10",1,0,0
"1893","500-1000","0.04-0.06",0.1,"10-20",1,0,0
"1894","500-1000","0.04-0.06",0.1,"20-30",1,0,0
"1895","500-1000","0.04-0.06",0.1,"30-40",0.997305242528172,0.00269475747182754,0
"1896","500-1000","0.04-0.06",0.1,"40-50",0.926052889324192,0.073947110675808,0
"1897","500-1000","0.04-0.06",0.15,"2-3",1,0,0
"1898","500-1000","0.04-0.06",0.15,"3-4",1,0,0
"1899","500-1000","0.04-0.06",0.15,"4-5",1,0,0
"1900","500-1000","0.04-0.06",0.15,"5-10",1,0,0
"1901","500-1000","0.04-0.06",0.15,"10-20",1,0,0
"1902","500-1000","0.04-0.06",0.15,"20-30",1,0,0
"1903","500-1000","0.04-0.06",0.15,"30-40",0.998780785174348,0.00121921482565228,0
"1904","500-1000","0.04-0.06",0.15,"40-50",0.929041697147037,0.0709583028529627,0
"1905","500-1000","0.04-0.06",0.2,"2-3",1,0,0
"1906","500-1000","0.04-0.06",0.2,"3-4",1,0,0
"1907","500-1000","0.04-0.06",0.2,"4-5",1,0,0
"1908","500-1000","0.04-0.06",0.2,"5-10",1,0,0
"1909","500-1000","0.04-0.06",0.2,"10-20",1,0,0
"1910","500-1000","0.04-0.06",0.2,"20-30",1,0,0
"1911","500-1000","0.04-0.06",0.2,"30-40",1,0,0
"1912","500-1000","0.04-0.06",0.2,"40-50",0.947368421052632,0.0526315789473684,0
"1913","500-1000","0.04-0.06",0.25,"2-3",1,0,0
"1914","500-1000","0.04-0.06",0.25,"3-4",1,0,0
"1915","500-1000","0.04-0.06",0.25,"4-5",1,0,0
"1916","500-1000","0.04-0.06",0.25,"5-10",1,0,0
"1917","500-1000","0.04-0.06",0.25,"10-20",1,0,0
"1918","500-1000","0.04-0.06",0.25,"20-30",1,0,0
"1919","500-1000","0.04-0.06",0.25,"30-40",1,0,0
"1920","500-1000","0.04-0.06",0.25,"40-50",0.951412989588498,0.0485870104115022,0
"1921","500-1000","0.06-0.08",0.05,"2-3",1,0,0
"1922","500-1000","0.06-0.08",0.05,"3-4",1,0,0
"1923","500-1000","0.06-0.08",0.05,"4-5",1,0,0
"1924","500-1000","0.06-0.08",0.05,"5-10",1,0,0
"1925","500-1000","0.06-0.08",0.05,"10-20",1,0,0
"1926","500-1000","0.06-0.08",0.05,"20-30",0.978776529338327,0.0212234706616729,0
"1927","500-1000","0.06-0.08",0.05,"30-40",0.761072834645669,0.235728346456693,0.0031988188976378
"1928","500-1000","0.06-0.08",0.05,"40-50",0.358812074001947,0.606377799415774,0.0348101265822785
"1929","500-1000","0.06-0.08",0.1,"2-3",1,0,0
"1930","500-1000","0.06-0.08",0.1,"3-4",1,0,0
"1931","500-1000","0.06-0.08",0.1,"4-5",1,0,0
"1932","500-1000","0.06-0.08",0.1,"5-10",1,0,0
"1933","500-1000","0.06-0.08",0.1,"10-20",1,0,0
"1934","500-1000","0.06-0.08",0.1,"20-30",0.996581196581197,0.00341880341880342,0
"1935","500-1000","0.06-0.08",0.1,"30-40",0.838997348758737,0.161002651241263,0
"1936","500-1000","0.06-0.08",0.1,"40-50",0.369253223060083,0.623692532230601,0.00705424470931647
"1937","500-1000","0.06-0.08",0.15,"2-3",1,0,0
"1938","500-1000","0.06-0.08",0.15,"3-4",1,0,0
"1939","500-1000","0.06-0.08",0.15,"4-5",1,0,0
"1940","500-1000","0.06-0.08",0.15,"5-10",1,0,0
"1941","500-1000","0.06-0.08",0.15,"10-20",1,0,0
"1942","500-1000","0.06-0.08",0.15,"20-30",0.997530864197531,0.00246913580246914,0
"1943","500-1000","0.06-0.08",0.15,"30-40",0.840200047630388,0.159799952369612,0
"1944","500-1000","0.06-0.08",0.15,"40-50",0.321987577639752,0.673788819875776,0.00422360248447205
"1945","500-1000","0.06-0.08",0.2,"2-3",1,0,0
"1946","500-1000","0.06-0.08",0.2,"3-4",1,0,0
"1947","500-1000","0.06-0.08",0.2,"4-5",1,0,0
"1948","500-1000","0.06-0.08",0.2,"5-10",1,0,0
"1949","500-1000","0.06-0.08",0.2,"10-20",1,0,0
"1950","500-1000","0.06-0.08",0.2,"20-30",0.999263984298332,0.000736015701668302,0
"1951","500-1000","0.06-0.08",0.2,"30-40",0.865281173594132,0.134718826405868,0
"1952","500-1000","0.06-0.08",0.2,"40-50",0.33062930186824,0.668633235004916,0.000737463126843658
"1953","500-1000","0.06-0.08",0.25,"2-3",1,0,0
"1954","500-1000","0.06-0.08",0.25,"3-4",1,0,0
"1955","500-1000","0.06-0.08",0.25,"4-5",1,0,0
"1956","500-1000","0.06-0.08",0.25,"5-10",1,0,0
"1957","500-1000","0.06-0.08",0.25,"10-20",1,0,0
"1958","500-1000","0.06-0.08",0.25,"20-30",0.999251310207138,0.000748689792862491,0
"1959","500-1000","0.06-0.08",0.25,"30-40",0.874627606752731,0.125372393247269,0
"1960","500-1000","0.06-0.08",0.25,"40-50",0.321619556913675,0.677871148459384,0.000509294626941686
"1961","500-1000","0.08-0.1",0.05,"2-3",1,0,0
"1962","500-1000","0.08-0.1",0.05,"3-4",1,0,0
"1963","500-1000","0.08-0.1",0.05,"4-5",1,0,0
"1964","500-1000","0.08-0.1",0.05,"5-10",1,0,0
"1965","500-1000","0.08-0.1",0.05,"10-20",0.996512207274539,0.00348779272546089,0
"1966","500-1000","0.08-0.1",0.05,"20-30",0.853248965685082,0.145777561450475,0.000973472864443904
"1967","500-1000","0.08-0.1",0.05,"30-40",0.356731010278265,0.606417648533467,0.0368513411882677
"1968","500-1000","0.08-0.1",0.05,"40-50",0.0682478218780252,0.711519845111326,0.220232333010649
"1969","500-1000","0.08-0.1",0.1,"2-3",1,0,0
"1970","500-1000","0.08-0.1",0.1,"3-4",1,0,0
"1971","500-1000","0.08-0.1",0.1,"4-5",1,0,0
"1972","500-1000","0.08-0.1",0.1,"5-10",1,0,0
"1973","500-1000","0.08-0.1",0.1,"10-20",0.999757045675413,0.000242954324586978,0
"1974","500-1000","0.08-0.1",0.1,"20-30",0.911591355599214,0.0884086444007859,0
"1975","500-1000","0.08-0.1",0.1,"30-40",0.369184592296148,0.625562781390695,0.00525262631315658
"1976","500-1000","0.08-0.1",0.1,"40-50",0.0390375644488092,0.845077338571078,0.115885096980113
"1977","500-1000","0.08-0.1",0.15,"2-3",1,0,0
"1978","500-1000","0.08-0.1",0.15,"3-4",1,0,0
"1979","500-1000","0.08-0.1",0.15,"4-5",1,0,0
"1980","500-1000","0.08-0.1",0.15,"5-10",1,0,0
"1981","500-1000","0.08-0.1",0.15,"10-20",1,0,0
"1982","500-1000","0.08-0.1",0.15,"20-30",0.914244535190968,0.0857554648090319,0
"1983","500-1000","0.08-0.1",0.15,"30-40",0.304283965728274,0.689596083231334,0.00611995104039168
"1984","500-1000","0.08-0.1",0.15,"40-50",0.0147943831494483,0.867853560682046,0.117352056168506
"1985","500-1000","0.08-0.1",0.2,"2-3",1,0,0
"1986","500-1000","0.08-0.1",0.2,"3-4",1,0,0
"1987","500-1000","0.08-0.1",0.2,"4-5",1,0,0
"1988","500-1000","0.08-0.1",0.2,"5-10",1,0,0
"1989","500-1000","0.08-0.1",0.2,"10-20",1,0,0
"1990","500-1000","0.08-0.1",0.2,"20-30",0.93981018981019,0.0601898101898102,0
"1991","500-1000","0.08-0.1",0.2,"30-40",0.306728880157171,0.692288801571709,0.000982318271119843
"1992","500-1000","0.08-0.1",0.2,"40-50",0.0132288094071534,0.893924546790789,0.0928466438020578
"1993","500-1000","0.08-0.1",0.25,"2-3",1,0,0
"1994","500-1000","0.08-0.1",0.25,"3-4",1,0,0
"1995","500-1000","0.08-0.1",0.25,"4-5",1,0,0
"1996","500-1000","0.08-0.1",0.25,"5-10",1,0,0
"1997","500-1000","0.08-0.1",0.25,"10-20",1,0,0
"1998","500-1000","0.08-0.1",0.25,"20-30",0.949136042832806,0.050863957167194,0
"1999","500-1000","0.08-0.1",0.25,"30-40",0.302461613453571,0.696807214233488,0.00073117231294175
"2000","500-1000","0.08-0.1",0.25,"40-50",0.00957760314341847,0.913310412573674,0.0771119842829077
